tekst_id|token_id|token|lemma|upos|head_token_id|dep_rel
5|21|IOT|IOT|PROPN|11|conj
5|22|)|)|PUNCT|21|punct
5|23|en|en|CCONJ|24|cc
5|24|smart|smart|NOUN|27|conj
5|25|buildings|building|ADP|27|case
5|26|die|die|DET|27|det
5|27|bijdragen|bijdrage|NOUN|29|obl
5|28|aan|aan|ADP|29|case
5|29|functionele|functioneel|VERB|0|root
5|30|,|,|PUNCT|31|punct
5|31|gezonde|zonen|VERB|29|conj
5|32|en|en|CCONJ|34|cc
5|33|veilige|veilig|ADJ|34|amod
5|34|leef-|leef-|X|29|conj
5|35|en|en|CCONJ|36|cc
5|36|werkomgevingen|werkomgeving|NOUN|29|conj
5|37|.|.|PUNCT|29|punct
5|1|Unica|Unica|ADV|2|advmod
5|2|zet|zetten|VERB|0|root
5|3|de|de|DET|4|det
5|4|wensen|wens|NOUN|2|nsubj
5|5|en|en|CCONJ|6|cc
5|6|behoeften|behoefte|NOUN|4|conj
5|7|van|van|ADP|8|case
5|8|klanten|klant|NOUN|4|nmod
5|9|om|om|ADP|15|mark
5|10|in|in|ADP|13|case
5|11|een|een|DET|13|det
5|12|kwalitatieve|kwalitatief|ADJ|13|amod
5|13|oplossing|oplossing|NOUN|15|obl
5|14|op|op|ADP|15|case
5|15|maat|maat|NOUN|2|xcomp
5|16|.|.|PUNCT|2|punct
5|1|Met|met|ADP|4|case
5|2|een|een|DET|4|det
5|3|slagvaardig|slagvaardig|ADJ|4|amod
5|4|netwerk|netwerk|NOUN|21|obl
5|5|van|van|ADP|7|case
5|6|negen|negen|NUM|7|nummod
5|7|bedrijvenclusters|bedrijvencluster|NOUN|4|nmod
5|8|,|,|PUNCT|7|punct
5|9|meer|veel|PRON|11|amod
5|10|dan|dan|SCONJ|9|fixed
5|11|2.700|2.700|NUM|12|nummod
5|12|medewerkers|medewerker|NOUN|4|conj
5|13|en|en|CCONJ|15|cc
5|14|een|een|DET|15|det
5|15|omzet|omzet|NOUN|4|conj
5|16|van|van|ADP|18|case
5|17|ruim|ruim|ADJ|18|amod
5|18|â‚¬|â‚¬|NOUN|20|nmod
5|19|500|500|NUM|18|fixed
5|20|miljoen|miljoen|NOUN|15|nmod
5|21|behoort|behoren|VERB|0|root
5|22|Unica|Unica|PROPN|21|nsubj
5|23|tot|tot|ADP|27|case
5|24|de|de|DET|27|det
5|25|grootste|groot|ADJ|27|amod
5|26|technisch|technisch|ADJ|27|amod
5|27|dienstverleners|dienstverlener|NOUN|21|obl
5|28|van|van|ADP|29|case
5|29|Nederland|Nederland|PROPN|27|nmod
5|30|.|.|PUNCT|21|punct
6|1|De|de|DET|3|det
6|2|afgelopen|aflopen|VERB|3|amod
6|3|maanden|maanden|NOUN|4|obl
6|4|zwierven|zwierven|VERB|0|root
6|5|mijn|mijn|PRON|6|nmod:poss
6|6|collega|collega|NOUN|4|nsubj
6|7|Robert|Robert|PROPN|6|appos
6|8|Van|Van|PROPN|7|flat
6|9|Tellingen|Tellingen|PROPN|7|flat
6|10|ik|ik|PRON|4|nsubj
6|11|door|door|ADP|12|case
6|12|Den|Den|PROPN|4|obl
6|13|Haag|Haag|PROPN|12|flat
6|14|om|om|ADP|20|mark
6|15|onze|ons|PRON|17|nmod:poss
6|16|politieke|politiek|ADJ|17|amod
6|17|uitzendingen|uitzending|NOUN|20|obj
6|18|voor|voor|ADP|20|compound:prt
6|19|te|te|ADP|20|mark
6|20|bereiden|bereiden|VERB|4|advcl
6|21|.|.|PUNCT|4|punct
6|1|Vandaag|vandaag|ADV|2|advmod
6|2|gaan|gaan|VERB|0|root
6|3|we|we|PRON|2|nsubj
6|4|stemmen|stemmen|NOUN|2|xcomp
6|5|en|en|CCONJ|6|cc
6|6|kijken|kijken|VERB|2|conj
6|7|we|we|PRON|2|nsubj
6|8|tevreden|tevreden|ADJ|2|advmod
6|9|terug|terug|ADV|2|compound:prt
6|10|:|:|PUNCT|2|punct
6|1|-|-|SYM|3|det
6|2|5|5|NUM|1|fixed
6|3|Running|Running|PROPN|0|root
6|4|Mate|mate|PROPN|3|flat
6|5|Debates|Debates|PROPN|3|flat
6|6|in|in|ADP|7|case
6|7|februari|februari|PROPN|3|nmod
6|8|met|met|ADP|10|case
6|9|15|15|NUM|10|nummod
6|10|politici|politicus|NOUN|3|obl
6|11|op|op|ADP|12|case
6|12|NPO|NPO|PROPN|10|nmod
6|13|Radio|Radio|PROPN|12|flat
6|14|1|1|PROPN|12|flat
6|15|-|-|PUNCT|16|punct
6|16|12|12|NUM|12|nmod
6|17|interviews|interview|NOUN|16|fixed
6|18|met|met|ADP|16|fixed
6|19|lijsttrekkers|lijsttrekker|NOUN|16|fixed
6|20|in|in|ADP|12|case
6|21|maart|maart|PROPN|12|flat
6|22|vanuit|vanuit|ADP|23|case
6|23|Nieuwspoort|Nieuwspoort|PROPN|10|nmod
6|24|op|op|ADP|25|case
6|25|NPO|NPO|PROPN|10|nmod
6|26|Radio|Radio|PROPN|25|flat
6|27|1|1|PROPN|25|flat
6|28|-|-|PUNCT|30|punct
6|29|13|13|NUM|30|nummod
6|30|afleveringen|aflevering|NOUN|25|appos
6|31|van|van|ADP|33|case
6|32|de|de|DET|33|det
6|33|podcast|podcast|NOUN|30|nmod
6|34|'|'|PUNCT|35|punct
6|35|De|de|PROPN|33|appos
6|36|Spindoctors'|Spindoctors|PROPN|35|flat
6|37|met|met|ADP|35|flat
6|38|Julia|Julia|PROPN|35|flat
6|39|Wouters|Wouters|PROPN|35|flat
6|40|en|en|CCONJ|35|flat
6|41|Jack|Jack|PROPN|35|flat
6|42|de|de|PROPN|35|flat
6|43|Vries|Vries|PROPN|35|flat
6|44|-|-|PUNCT|46|punct
6|45|3|3|NUM|46|nummod
6|46|TV-uitzendingen|TV-uitzendingen|NOUN|35|nmod
6|47|van|van|ADP|49|case
6|48|'|'|PUNCT|49|punct
6|49|De|de|DET|46|nmod
6|50|Stemmen|stem|NOUN|49|flat
6|51|van|van|ADP|49|flat
6|52|Nederland|Nederland|PROPN|49|flat
6|53|'|'|PUNCT|49|punct
6|54|op|op|ADP|55|case
6|55|NPO1|NPO1|PROPN|49|flat
6|56|,|,|PUNCT|49|punct
6|57|met|met|ADP|59|case
6|58|negen|negen|NUM|59|nummod
6|59|lijsttrekkers|lijsttrekker|NOUN|46|nmod
6|60|:|:|PUNCT|3|punct
6|1|Azarkan|Azarkan|AUX|0|root
6|2|,|,|PUNCT|3|punct
6|3|Segers|Seger|NOUN|1|conj
6|4|,|,|PUNCT|5|punct
6|5|Eerdmans|Eerdmans|PROPN|1|conj
6|6|,|,|PUNCT|7|punct
6|7|Marijnissen|Marijnissen|PROPN|1|conj
6|8|,|,|PUNCT|9|punct
6|9|Kaag|Kaag|PROPN|1|conj
6|10|,|,|PUNCT|11|punct
6|11|Rutte|Rutte|PROPN|1|conj
6|12|,|,|PUNCT|13|punct
6|13|Klaver|klaver|NOUN|1|conj
6|14|,|,|PUNCT|15|punct
6|15|Hoekstra|Hoekstra|PROPN|1|conj
6|16|en|en|CCONJ|17|cc
6|17|Ouwehand|Ouwehand|PROPN|1|conj
6|18|.|.|PUNCT|1|punct
6|1|Het|het|PRON|4|nsubj
6|2|was|zijn|AUX|4|cop
6|3|een|een|DET|4|det
6|4|dollemansrit|dollemansrit|NOUN|0|root
6|5|,|,|PUNCT|13|punct
6|6|maar|maar|CCONJ|13|cc
6|7|was|zijn|AUX|13|cop
6|8|een|een|DET|10|det
6|9|mooi|mooi|ADJ|10|amod
6|10|dingen|dingen|NOUN|13|nsubj
6|11|heeft|hebben|AUX|13|aux
6|12|het|het|PRON|13|obj
6|13|opgeleverd|opleveren|VERB|4|conj
6|14|!|!|PUNCT|4|punct
7|1|Lieve|lief|ADJ|2|amod
7|2|volgers|volger|NOUN|13|parataxis
7|3|,|,|PUNCT|4|punct
7|4|relaties|relatie|NOUN|2|conj
7|5|,|,|PUNCT|6|punct
7|6|klanten|klant|NOUN|2|conj
7|7|en|en|CCONJ|8|cc
7|8|vrienden|vriend|NOUN|2|conj
7|9|,|,|PUNCT|2|punct
7|10|ik|ik|PRON|13|nsubj
7|11|heb|hebben|AUX|13|aux
7|12|jullie|jullie|PRON|13|nsubj
7|13|nodig|nodig|ADJ|0|root
7|14|!|!|PUNCT|13|punct
7|1|7|7|NUM|7|nsubj
7|2|april|april|PROPN|1|flat
7|3|is|zijn|AUX|7|cop
7|4|het|het|DET|5|det
7|5|moment|moment|NOUN|7|parataxis
7|6|dan|dan|ADV|7|advmod
7|7|ein-de-lijk|ein-de-lijk|ADJ|0|root
7|8|daar|daar|ADV|7|advmod
7|9|,|,|PUNCT|11|punct
7|10|de|de|DET|11|det
7|11|uitreiking|uitreiking|NOUN|7|parataxis
7|12|van|van|ADP|13|case
7|13|Rotterdamse|Rotterdams|PROPN|11|nmod
7|14|Zakenvrouw|Zakenvrouw|PROPN|13|flat
7|15|van|van|ADP|17|case
7|16|het|het|DET|17|det
7|17|Jaar|jaar|NOUN|11|nmod
7|18|2020/2021|2020/2021|NUM|17|appos
7|19|!|!|PUNCT|7|punct
7|1|Je|je|PRON|6|nsubj
7|2|kunt|kunnen|AUX|6|aux
7|3|nu|nu|ADV|6|advmod
7|4|je|je|PRON|6|nsubj
7|5|stem|stem|NOUN|6|obj
7|6|uitbrengen|uitbrengen|VERB|0|root
7|7|via|via|ADP|8|case
7|8|https://lnkd.in/gh2Z2xi|https://lnkd.in/gh2Z2xi|PROPN|6|obl
7|9|.|.|PUNCT|6|punct
7|1|Ik|ik|PRON|6|nsubj
7|2|mocht|mogen|AUX|6|aux
7|3|een|een|DET|4|det
7|4|jaar|jaar|NOUN|6|obl
7|5|langer|langer|ADJ|6|advmod
7|6|genieten|genieten|VERB|0|root
7|7|van|van|ADP|9|case
7|8|mijn|mijn|PRON|9|nmod:poss
7|9|nominatie|nominatie|NOUN|6|obl
7|10|en|en|CCONJ|12|cc
7|11|ondanks|ondanks|ADP|12|case
7|12|corona|corona|NOUN|9|conj
7|13|,|,|PUNCT|14|punct
7|14|stond|staan|VERB|6|parataxis
7|15|ik|ik|PRON|14|nsubj
7|16|met|met|ADP|17|case
7|17|LEF|lef|PROPN|14|obl
7|18|Media|media|PROPN|17|flat
7|19|niet|niet|ADV|14|advmod
7|20|stil|stil|ADJ|14|compound:prt
7|21|.|.|PUNCT|6|punct
7|1|Zo|zo|ADV|2|advmod
7|2|vond|vinden|VERB|10|advcl
7|3|ik|ik|PRON|2|nsubj
7|4|onder|onder|ADP|8|case
7|5|andere|ander|ADJ|4|fixed
7|6|een|een|DET|8|det
7|7|eigen|eigen|ADJ|8|amod
7|8|kantoorruimte|kantoorruimte|NOUN|2|obl
7|9|,|,|PUNCT|2|punct
7|10|nam|nemen|VERB|0|root
7|11|ik|ik|PRON|10|nsubj
7|12|een|een|DET|14|det
7|13|nieuwe|nieuw|ADJ|14|amod
7|14|vlogger|vlogger|NOUN|10|obj
7|15|aan|aan|ADP|10|compound:prt
7|16|bij|bij|ADP|18|case
7|17|het|het|DET|18|det
7|18|team|team|NOUN|10|obl
7|19|en|en|CCONJ|27|cc
7|20|heb|hebben|AUX|27|aux
7|21|ik|ik|PRON|27|nsubj
7|22|de|de|DET|24|det
7|23|eerste|één|ADJ|24|amod
7|24|collega|collega|NOUN|27|obj
7|25|in|in|ADP|26|case
7|26|loondienst|loondienst|NOUN|27|obl
7|27|aangenomen|aannemen|VERB|10|conj
7|28|.|.|PUNCT|10|punct
7|1|Kansen|kans|NOUN|2|obj
7|2|zien|zien|VERB|0|root
7|3|en|en|CCONJ|5|cc
7|4|kansen|kans|NOUN|5|obj
7|5|grijpen|grijpen|VERB|2|conj
7|6|.|.|PUNCT|2|punct
7|1|Uit|uit|ADP|4|case
7|2|je|je|PRON|4|nmod:poss
7|3|comfortzone|comfortzone|ADJ|4|amod
7|4|stappen|stappen|NOUN|8|obl
7|5|,|,|PUNCT|6|punct
7|6|risico|risico|NOUN|7|conj
7|7|durven|durven|NOUN|8|obj
7|8|nemen|nemen|VERB|0|root
7|9|,|,|PUNCT|14|punct
7|10|op|op|ADP|14|case
7|11|je|je|PRON|14|nsubj
7|12|eigen|eigen|ADJ|13|amod
7|13|gevoel|gevoel|NOUN|14|obj
7|14|vertrouwen|vertrouwen|VERB|8|conj
7|15|en|en|CCONJ|19|cc
7|16|ergens|ergens|ADV|19|obl
7|17|vol|vol|ADJ|16|compound:prt
7|18|voor|voor|ADP|16|obl
7|19|willen|willen|VERB|8|conj
7|20|gaan|gaan|VERB|19|xcomp
7|21|.|.|PUNCT|8|punct
7|1|Of|of|CCONJ|6|mark
7|2|te|te|ADP|6|mark
7|3|wel|wel|ADV|6|advmod
7|4|,|,|PUNCT|3|punct
7|5|lef|lef|NOUN|6|obj
7|6|tonen|tonen|VERB|0|root
7|7|.|.|PUNCT|6|punct
7|1|Ik|ik|PRON|2|nsubj
7|2|hoop|hopen|VERB|0|root
7|3|dat|dat|SCONJ|6|mark
7|4|ik|ik|PRON|6|nsubj
7|5|als|als|SCONJ|6|mark
7|6|Rotterdamse|Rotterdams|PROPN|2|acl
7|1|Zakenvrouw|Zakenvrouw|NOUN|12|nsubj
7|2|met|met|ADP|4|case
7|3|mijn|mijn|PRON|4|nmod:poss
7|4|motto|motto|NOUN|1|nmod
7|5|â€|â€|NOUN|4|appos
7|6|˜het|˜het|DET|7|det
7|7|meervoud|meervoud|NOUN|4|appos
7|8|van|van|ADP|9|case
7|9|lef|lef|NOUN|7|nmod
7|10|is|zijn|AUX|12|cop
7|11|levenâ€™|levenâ€™|NOUN|12|nsubj
7|12|anderen|ander|ADJ|14|nsubj
7|13|kan|kunnen|AUX|14|aux
7|14|inspireren|inspireren|VERB|0|root
7|15|om|om|ADP|21|mark
7|16|ook|ook|ADV|21|advmod
7|17|hun|hun|PRON|18|nmod:poss
7|18|dromen|droom|NOUN|21|obj
7|19|na|na|ADP|21|compound:prt
7|20|te|te|ADP|21|mark
7|21|jagen|jagen|VERB|14|advcl
7|22|.|.|PUNCT|14|punct
7|1|Because|Because|X|0|root
7|2|you|you|X|1|fixed
7|3|can|can|X|1|fixed
7|4|!|!|PUNCT|1|punct
7|1|DANKJE|DANKJE|DET|2|det
7|2|WEL|wel|PROPN|0|root
7|3|voor|voor|ADP|5|case
7|4|jouw|jou|PRON|5|nmod:poss
7|5|stem|stem|NOUN|2|nmod
7|6|!|!|PUNCT|2|punct
7|1|En|en|CCONJ|4|mark
7|2|voor|voor|ADP|4|case
7|3|alle|al|DET|4|det
7|4|mede-finalisten|mede-finalist|NOUN|0|root
7|5|,|,|PUNCT|9|punct
7|6|in|in|ADP|9|case
7|7|het|het|DET|9|det
7|8|bijzonder|bijzonder|ADJ|9|amod
7|9|Richel|Richel|PROPN|17|obl
7|10|Monpellier|Monpellier|PROPN|9|flat
7|11|en|en|CCONJ|9|flat
7|12|Sanne|Sanne|PROPN|9|flat
7|13|de|de|PROPN|9|flat
7|14|Vries|Vries|PROPN|9|flat
7|15|uit|uit|ADP|17|case
7|16|mijn|mijn|PRON|17|nmod:poss
7|17|categorie|categorie|NOUN|4|parataxis
7|18|,|,|PUNCT|20|punct
7|19|heel|heel|ADJ|20|amod
7|20|veel|veel|DET|21|det
7|21|succes|succes|NOUN|17|parataxis
7|22|!|!|PUNCT|4|punct
7|1|En|en|CCONJ|5|mark
7|2|ik|ik|PRON|5|nsubj
7|3|kan|kunnen|AUX|5|aux
7|4|niet|niet|ADV|5|advmod
7|5|wachten|wachten|VERB|0|root
7|6|om|om|ADP|12|mark
7|7|jullie|jullie|PRON|12|obj
7|8|op|op|ADP|9|case
7|9|7|7|NUM|12|obl
7|10|april|april|PROPN|9|flat
7|11|te|te|ADP|12|mark
7|12|zien|zien|VERB|5|advcl
7|13|en|en|CCONJ|15|cc
7|14|(|(|PUNCT|15|punct
7|15|coronaproof|coronaproof|NOUN|12|conj
7|16|)|)|PUNCT|15|punct
7|17|te|te|ADP|18|mark
7|18|proosten|proosten|VERB|15|acl
7|19|met|met|ADP|20|case
7|20|elkaar|elkaar|PRON|18|obl
7|21|.|.|PUNCT|5|punct
8|1|Het|het|DET|3|det
8|2|Nederlandse|Nederlands|ADJ|3|amod
8|3|bedrijf|bedrijf|NOUN|5|nsubj
8|4|EcoCabins|EcoCabins|PROPN|3|appos
8|5|produceert|produceren|VERB|0|root
8|6|voorgefabriceerde|voorgefabriceren|VERB|8|amod
8|7|'|'|PUNCT|8|punct
8|8|tiny|tiny|X|5|obj
8|9|houses|houses|X|8|fixed
8|10|'|'|PUNCT|8|punct
8|11|voor|voor|ADP|13|case
8|12|permanente|permanent|ADJ|13|amod
8|13|bewoningen|bewoning|NOUN|5|obl
8|14|.|.|PUNCT|5|punct
8|1|Hiervoor|hiervoor|ADV|2|advmod
8|2|gaat|gaan|VERB|0|root
8|3|het|het|DET|4|det
8|4|EcoCabins-team|EcoCabins-team|NOUN|2|nsubj
8|5|de|de|DET|7|det
8|6|hele|heel|ADJ|7|amod
8|7|wereld|wereld|NOUN|2|obj
8|8|over|over|ADP|2|compound:prt
8|9|.|.|PUNCT|2|punct
8|1|De|de|DET|2|det
8|2|Microsoft|Microsoft|PROPN|10|nsubj
8|3|Surface|Surface|PROPN|2|flat
8|4|Laptop|Laptop|PROPN|2|flat
8|5|Go|Go|PROPN|2|flat
8|6|van|van|ADP|9|case
8|7|slechts|slechts|ADV|9|amod
8|8|1.100|1.100|NUM|9|nummod
8|9|gram|gram|NOUN|2|nmod
8|10|kwam|komen|VERB|0|root
8|11|als|als|SCONJ|12|mark
8|12|geroepen|geroep|VERB|10|advcl
8|13|!|!|PUNCT|10|punct
